video_id,title,description_length,publish_date,category_id,tags_count,view_count,like_count,comment_count,duration_sec,thumbnail_brightness,face_count,channel_title,subscriber_count,channel_country,upload_hour,upload_day,days_since_upload,est_views_7d,est_views_30d
RTqeFLPFp7U,Ibtidaa,265,2023-05-26T10:00:17Z,10,3,25168,1444,75,255,78.04838927469136,0,Albatross - Topic,2640,,10,Friday,768,229,983
2C1uVB-n7jY,Ujyaalo | The Elements | Official Music Video,1139,2025-02-13T00:15:06Z,10,0,174697,8186,218,264,93.52484182098766,0,The Elements,130000,NP,0,Thursday,140,8734,37435
1R3q507dzdY,Kaha Pugey Ma | The Elements | Official Music Video,1142,2025-01-26T00:15:06Z,10,0,498174,13628,549,295,126.67563078703704,0,The Elements,130000,NP,0,Sunday,158,22071,94590
RM-sgtC9PPs,Toofan (तूफान) | The Elements | Official Music Video,482,2024-12-25T02:15:06Z,10,0,35634,1892,137,237,137.39791859567902,1,The Elements,130000,NP,2,Wednesday,190,1312,5626
n4TTwG_9Huw,CHALACHITRA ll THE ELEMENTS ll OFFICIAL MUSIC VIDEO,2104,2024-09-28T16:23:53Z,10,20,74314,3803,220,232,91.41265817901234,0,The Elements,130000,NP,16,Saturday,277,1877,8048
vNCeY6czwvI,Chalachitra | The Elements,519,2024-03-30T02:15:03Z,10,0,88406,2179,72,176,142.7730015432099,0,The Elements,130000,NP,2,Saturday,460,1345,5765
UL4-ZEQyRaY,Ujyaalo | The Elements,810,2024-03-30T02:15:01Z,10,0,88480,2854,100,261,143.65598186728394,0,The Elements,130000,NP,2,Saturday,460,1346,5770
P5SblXMOols,Raunaq | The Elements,699,2024-03-30T02:15:01Z,10,0,52338,1321,62,181,144.41202160493827,0,The Elements,130000,NP,2,Saturday,460,796,3413
MDxcWFJIOTQ,Toofan | The Elements,516,2024-03-30T02:15:01Z,10,0,31960,1387,53,236,143.96017361111112,0,The Elements,130000,NP,2,Saturday,460,486,2084
LDs26opO4yY,Saathi | The Elements,730,2024-03-30T02:15:01Z,10,0,34727,1058,37,219,143.93673225308643,0,The Elements,130000,NP,2,Saturday,460,528,2264
SMPEq5r6fDY,Baalaapan | The Elements,655,2024-03-30T02:15:00Z,10,0,41062,1160,49,209,143.0829475308642,0,The Elements,130000,NP,2,Saturday,460,624,2677
ikY7Avp_Sto,BHAROSA ll THE ELEMENTS ll OFFICIAL MUSIC VIDEO,3211,2024-03-22T14:15:08Z,10,18,230655,10787,447,236,115.24687307098766,0,The Elements,130000,NP,14,Friday,467,3457,14817
-GfrnoqTopA,Birsiney Hau Ki | The Elements | Live in Sydney 2023,453,2024-02-28T02:15:12Z,10,14,47963,1379,40,423,34.17342978395062,2,The Elements,130000,NP,2,Wednesday,491,683,2930
